txn_id,date,from_clabe,to_clabe,amount,reference,channel
TX00198,2025-05-28,012580001234567890,012999999999999999,432477.63,NOMINA QUINCENAL,SPEI
TX00199,2025-05-29,012580001234567890,021031934278352199,26607.85,Pago factura 27DD1AC4-4282-B6E4-6986-305A5DA3F9CF,SPEI
TX00200,2025-05-29,072390809722560856,012580001234567890,414262.4,Cobro factura DCDA8CC1-8427-4378-B40D-8AEFA0BA6142,SPEI
TX00201,2025-05-30,012580001234567890,127897211558517365,19772.11,Pago factura 108E04AC-99C6-207F-EC81-4510C42EAFC8,SPEI
TX00202,2025-06-02,012580001234567890,014273796172575982,137494.8,Pago factura EBD8A3B1-0B3D-0C36-17D0-981047A2A10B,SPEI
TX00203,2025-06-02,012580001234567890,014273796172575982,221815.2,Pago factura B266986C-B467-88BD-D38E-13E44DE1087B,SPEI
TX00204,2025-06-02,012580001234567890,014963593378687656,207152.8,Pago factura 0038DC84-A3ED-033A-A722-2EA2261B5048,SPEI
TX00205,2025-06-02,072987012365319337,012580001234567890,344384.21,Cobro factura D03BCBFC-DCA7-E284-F230-7C2230C7809B,SPEI
TX00206,2025-06-03,012580001234567890,058425592962567064,229984.38,Pago factura 30AED12D-E8F1-0194-EE25-356AAEE01EC9,SPEI
TX00207,2025-06-03,021577604977575166,012580001234567890,108727.3,Cobro factura F27E8CE7-2B8D-2C49-5E30-03E1F541A44E,SPEI
TX00208,2025-06-06,012580001234567890,002466589120859208,51712.8,Pago factura E54C8739-3133-839E-2E7D-952B785B8A07,SPEI
TX00209,2025-06-09,012580001234567890,002538819687479285,12481.48,Pago factura 721E8B1F-3895-8939-9342-A09FB00AC64C,SPEI
TX00210,2025-06-09,012580001234567890,021273872090747664,24429.6,Pago factura 8044BEB2-B66E-DBF4-A0EA-0251495743A2,SPEI
TX00211,2025-06-09,012580001234567890,021578686926242393,89519.98,Pago factura 1EA15B0F-95AE-B18B-46AE-7E06CB5D2B59,SPEI
TX00212,2025-06-09,012580001234567890,021578686926242393,80652.25,Pago factura BBD0FE6C-6108-FFCC-8186-722BA355AD05,SPEI
TX00213,2025-06-09,012580001234567890,072495668610432053,24316.38,Pago factura 5DF1BF6F-938B-D3F8-8BD1-8D4BED3353FC,SPEI
TX00214,2025-06-09,014217435224929418,012580001234567890,168991.89,Cobro factura 42FC7EDF-813A-3AA5-7D81-0C217F764FCE,SPEI
TX00215,2025-06-09,012230486458487734,012580001234567890,404553.45,Cobro factura F5F3943A-E8E7-F030-0203-83406372D635,SPEI
TX00216,2025-06-09,072987012365319337,012580001234567890,144738.8,Cobro factura 5EA0942C-3F91-C419-E846-A9DF73733554,SPEI
TX00217,2025-06-09,072987012365319337,012580001234567890,257096.74,Cobro factura 650AD9AA-FA3F-012E-4D71-1F28618521AB,SPEI
TX00218,2025-06-10,012580001234567890,058425592962567064,92164.78,Pago factura 57D52B78-9CF3-137E-F562-037B78AA16EA,SPEI
TX00219,2025-06-10,072972163989822734,012580001234567890,408949.09,Cobro factura BFFBD93B-2B15-619E-D5BF-85F32E3F674C,SPEI
TX00220,2025-06-11,012580001234567890,021273872090747664,16738.8,Pago factura 0E165B12-9BDC-70D1-9CBF-7B8C74102D5D,SPEI
TX00221,2025-06-11,012580001234567890,072267963609841748,94612.38,Pago factura 1CC464ED-15F7-EF61-DA4E-C04CBA7E1B86,SPEI
TX00222,2025-06-11,021577604977575166,012580001234567890,155720.65,Cobro factura 66AA394C-0CBE-938D-2B33-9734DA119684,SPEI
TX00223,2025-06-12,012580001234567890,021340837908549238,40034.38,Pago factura 6E3A0BA8-AC8D-6C7D-B2A6-E468D02B1243,SPEI
TX00224,2025-06-12,012580001234567890,014109484060153917,74411.45,Pago factura 0DF407B8-2751-AB86-7DAE-C949D700B461,SPEI
TX00225,2025-06-12,012580001234567890,012514640228022758,112383.58,Pago factura 7C4F48E4-A7A0-2A3D-620F-230B439E754C,SPEI
TX00226,2025-06-12,012580001234567890,012514640228022758,32686.25,Pago factura 567E642E-052D-FB9A-5F58-4603E5A3D8E9,SPEI
TX00227,2025-06-12,012580001234567890,021890726303659684,9512.58,Pago factura 56A3DCCC-C93C-9CC6-668B-28DA8222CD7F,SPEI
TX00228,2025-06-12,012580001234567890,058034246116364526,45832.18,Pago factura AB6EF8DD-5A66-9316-6641-4954C798A445,SPEI
TX00229,2025-06-12,127766932944937978,012580001234567890,290933.15,Cobro factura 1D2AE042-042A-2F64-80E1-BE4DC4C608EB,SPEI
TX00230,2025-06-16,012580001234567890,012790534133958170,29078.65,Pago factura 9BA4D5A6-0178-DE26-CEB5-57AC8B22E445,SPEI
TX00231,2025-06-17,012580001234567890,072633487067317933,8550.72,Pago factura 95ECEC2C-0798-3BC0-5797-44BA107380CB,SPEI
TX00232,2025-06-18,012580001234567890,014273796172575982,106560.38,Pago factura 516C3B0A-5385-3918-BC40-15FAD4F76322,SPEI
TX00233,2025-06-18,012580001234567890,012362985433945965,232461.45,Pago factura FEA82E3A-B544-01CB-9541-0A9D090AAA93,SPEI
TX00234,2025-06-18,012580001234567890,012362985433945965,144651.88,Pago factura AFD0D2F7-E352-4444-6F04-AF36567C5D44,SPEI
TX00235,2025-06-19,012580001234567890,021273872090747664,49624.8,Pago factura 861B4F5B-45A0-8539-6DE8-370ACE9E9EBD,SPEI
TX00236,2025-06-19,012580001234567890,072101837512445132,107729.2,Pago factura C5ED3982-760B-3673-6422-A73E958C9CFD,SPEI
TX00237,2025-06-20,012580001234567890,002657203516539575,12495.98,Pago factura 5A66219E-25F9-8046-0C1D-180ED8739636,SPEI
TX00238,2025-06-23,012580001234567890,012362985433945965,99785.98,Pago factura 96B31F4A-80DA-A8CA-6230-5D271A4B1606,SPEI
TX00239,2025-06-23,012580001234567890,058490231514835122,25824.38,Pago factura EB45BC38-9CF6-5E33-4B5F-174B6C267B56,SPEI
TX00240,2025-06-23,014789135342202362,012580001234567890,93822.06,Cobro factura CC0B200D-3EDE-C38E-0717-9EF331216863,SPEI
TX00241,2025-06-23,012580001234567890,127897211558517365,15454.75,Pago factura 1F835B8D-ABAC-8660-E5C3-45FCF395C213,SPEI
TX00242,2025-06-24,012580001234567890,058215509941847528,95549.08,Pago factura 9DB94EEE-1A3C-2131-73DD-3BC6D06405A8,SPEI
TX00243,2025-06-24,012580001234567890,058425592962567064,95978.98,Pago factura 1B4FFD5F-C768-8339-27EF-53575B249C2A,SPEI
TX00244,2025-06-25,012580001234567890,002290297721441525,89798.38,Pago factura 719B2DD6-17B4-E75B-E9D1-8EC233BCB8A9,SPEI
TX00245,2025-06-25,012580001234567890,072101837512445132,146682.0,Pago factura E744AA30-B135-6D67-6D4E-C8A4C4F4B844,SPEI
TX00246,2025-06-25,014133686941179027,012580001234567890,308651.15,Cobro factura D17AD9BD-B1BA-0BEA-F969-057979DDCDD4,SPEI
TX00247,2025-06-26,012580001234567890,072880371318781446,14372.4,Pago factura 105F86AA-974E-8F83-D5D9-A3852BB24CBC,SPEI
TX00248,2025-06-27,012580001234567890,021273872090747664,20462.28,Pago factura C34201DB-2C3A-ACDC-AED5-4A468BDE005B,SPEI
TX00249,2025-06-27,012580001234567890,072463414408727065,224379.38,Pago factura 5170CA8A-A00E-0B60-64EE-C4C19714FADC,SPEI
TX00250,2025-06-30,012580001234567890,072035061403237378,208426.25,Pago factura 601BFBCB-F0EE-BCCE-8D93-E14A5B167158,SPEI
TX00251,2025-06-30,012580001234567890,002466589120859208,36783.6,Pago factura 4CB34663-7A21-1151-C166-A8B3F26BCEBF,SPEI
TX00252,2025-06-30,012580001234567890,072267963609841748,58359.6,Pago factura 3581A632-54F5-DF70-05D2-D205789FED96,SPEI
TX00253,2025-06-30,012580001234567890,012999999999999999,430011.69,NOMINA QUINCENAL,SPEI
TX00254,2025-07-01,012580001234567890,002876210248046164,67674.98,Pago factura 72D35458-61EA-2F30-E42E-707AFE2BD987,SPEI
TX00255,2025-07-01,012580001234567890,021340837908549238,34208.28,Pago factura 8DA5D39B-42C2-1797-0426-FCC9255B30E2,SPEI
TX00256,2025-07-01,072390809722560856,012580001234567890,74491.86,Cobro factura 6D56CFD5-79AB-3018-87F3-C9A4CD1A810D,SPEI
TX00257,2025-07-03,002744493163720449,012580001234567890,98743.74,Cobro factura 6CC0067F-141F-746E-FB29-FF362155FBA8,SPEI
TX00258,2025-07-04,012580001234567890,021578686926242393,43291.2,Pago factura A3760C2D-7B31-DCDC-40D9-1A8E1F44AA88,SPEI
TX00259,2025-07-04,012580001234567890,021578686926242393,38720.68,Pago factura 2DBB45BD-2138-E2E6-F013-A170D5CF3B4C,SPEI
TX00260,2025-07-04,012230486458487734,012580001234567890,84088.54,Cobro factura 4C23E844-3C47-22F3-C1B4-FD44D29CF92A,SPEI
TX00261,2025-07-07,012580001234567890,072598675858742267,28419.88,Pago factura 8E85140D-0F9A-EB70-4670-7CD64CEDA164,SPEI
TX00262,2025-07-07,012580001234567890,021273872090747664,49288.98,Pago factura 00473139-185D-F528-B425-8E191758D47E,SPEI
TX00263,2025-07-07,012580001234567890,014856844373989238,27875.38,Pago factura A06A187D-E2E6-E7A6-BBC9-94734363589C,SPEI
TX00264,2025-07-07,012580001234567890,021031934278352199,17760.18,Pago factura 075072D6-2BAC-F712-D6A9-19E886D895E5,SPEI
TX00265,2025-07-07,012580001234567890,002290297721441525,219532.78,Pago factura 922BDA48-2A7C-F9E9-D7A7-E7B188C62063,SPEI
TX00266,2025-07-07,012580001234567890,012060226260847497,348000.0,Pago factura EAECF4E0-E819-09CE-0DD7-CAC28A1055C5,SPEI
TX00267,2025-07-08,012580001234567890,002740935513325437,87000.0,Pago factura AE5A5F99-F1BB-5D9B-7499-BB6B9AFDD464,SPEI
CP00013,2025-07-09,012060226260847497,058600945757007124,341040.0,PAGO,SPEI
TX00268,2025-07-09,002744493163720449,012580001234567890,58409.98,Cobro factura 20F36E92-38EC-71AA-1E5C-5DA8D087EDCB,SPEI
TX00269,2025-07-09,012580001234567890,127601932254303939,232000.0,Pago factura 2CD51392-D98F-5E83-CF5B-294DD2CC4853,SPEI
TX00270,2025-07-10,012580001234567890,002290297721441525,193131.18,Pago factura E0864418-7F3E-F59B-1638-613769F35B2D,SPEI
TX00271,2025-07-11,012580001234567890,002466589120859208,34437.85,Pago factura 081FEC82-CA9A-CF77-B26A-51A576B40672,SPEI
TX00272,2025-07-11,012580001234567890,014963593378687656,181923.38,Pago factura A925DE85-6258-8CE9-F7AE-EDE80A119BAC,SPEI
TX00273,2025-07-11,012580001234567890,127967249590173425,111360.0,Pago factura 08D16094-B6E3-B91B-3777-D8232D8D7DB8,SPEI
TX00274,2025-07-14,012580001234567890,002538819687479285,10396.38,Pago factura F3ABEA0D-5BE9-FDB3-DD92-DD7C0DB977A9,SPEI
TX00275,2025-07-14,012580001234567890,058722831908112160,110209.05,Pago factura 902A405C-3D9F-FE59-9BC0-FA9352CDADEF,SPEI
TX00276,2025-07-14,012580001234567890,012790534133958170,58043.85,Pago factura E606D7C2-1E18-046D-2E42-1840A05F36C8,SPEI
TX00277,2025-07-14,012580001234567890,012098671286174002,43441.88,Pago factura 3ACDC514-DAE1-8B28-8D81-64B0F85AD287,SPEI
TX00278,2025-07-14,014217435224929418,012580001234567890,107943.43,Cobro factura 402D35E8-1F47-D902-1BA8-4A917462F144,SPEI
TX00279,2025-07-15,058600945757007124,012580001234567890,294000.0,Cobro factura A1396D49-713E-9035-2EFC-D60C5256CD59,SPEI
CP00014,2025-07-16,127967249590173425,021593586857022021,44544.0,TRANSFERENCIA,SPEI
TX00280,2025-07-16,012580001234567890,058685848483733296,116501.58,Pago factura 2379C05F-A708-7280-34EE-0B6721BBD183,SPEI
TX00281,2025-07-17,012580001234567890,021340837908549238,25241.48,Pago factura AF521B94-F186-E47A-A794-63208CF6E8B8,SPEI
TX00282,2025-07-17,014646706457108641,012580001234567890,333310.64,Cobro factura 8DCD6E9B-39D2-D74A-71A7-1782D751AF9C,SPEI
TX00283,2025-07-18,012580001234567890,072101837512445132,148607.48,Pago factura 797EB3E4-63DB-A8C8-B4A2-B699AEFA823B,SPEI
TX00284,2025-07-21,012580001234567890,021273872090747664,16738.68,Pago factura 1A57F9E4-C5F8-E2F8-414F-499428457780,SPEI
TX00285,2025-07-21,012580001234567890,012362985433945965,128226.28,Pago factura 0DBDC5DA-7875-15B9-1E26-ED31D9E92758,SPEI
TX00286,2025-07-21,012580001234567890,021031934278352199,28057.85,Pago factura 71E15B9F-8C6D-768E-45BC-F3BAEF52D36E,SPEI
TX00287,2025-07-21,012580001234567890,058685848483733296,66363.48,Pago factura B440B852-E033-500E-A432-62B38675820E,SPEI
TX00288,2025-07-21,012580001234567890,012098671286174002,49764.0,Pago factura 1C684DB0-0D33-3496-E352-85395D2E7B90,SPEI
TX00289,2025-07-21,014133686941179027,012580001234567890,238931.96,Cobro factura 29CE9BFA-5B7D-9D2D-22AF-F503B17AFF6D,SPEI
TX00290,2025-07-22,012580001234567890,072267963609841748,124946.38,Pago factura A033EDAD-0FDF-DE19-CFD8-35FC469FF562,SPEI
TX00291,2025-07-22,072135125058454048,012580001234567890,348322.71,Cobro factura D544C79B-6AB7-6840-F5B5-AC7163EF5E69,SPEI
TX00292,2025-07-23,012580001234567890,014109484060153917,198733.98,Pago factura B3B6D344-F2E3-C6F0-0075-D3D5BA94AA66,SPEI
TX00293,2025-07-23,012580001234567890,002290297721441525,235793.08,Pago factura DF2E37E7-C4FC-BB84-24AE-FBEA53CC6B95,SPEI
TX00294,2025-07-24,014217435224929418,012580001234567890,306133.31,Cobro factura A93C9413-1396-A289-C29A-988F18A95210,SPEI
TX00295,2025-07-28,012580001234567890,014109484060153917,234564.18,Pago factura CD6BB03B-EB35-37A0-2D6E-0291B7893986,SPEI
TX00296,2025-07-28,012580001234567890,012362985433945965,230120.68,Pago factura 57BCAD3A-D0A1-7FE8-5F64-2A5317CBA85D,SPEI
TX00297,2025-07-28,012580001234567890,072463414408727065,173478.58,Pago factura CBF85149-B6DA-99CD-D14B-256C67DB0943,SPEI
TX00298,2025-07-28,012580001234567890,012999999999999999,413872.9,NOMINA QUINCENAL,SPEI
TX00299,2025-07-29,012580001234567890,072101837512445132,187758.18,Pago factura D4E99A65-022B-7E76-AC3C-BE3402B53D3D,SPEI
TX00300,2025-07-29,021577604977575166,012580001234567890,122356.95,Cobro factura D5AD86BC-F1DB-9AD8-6098-0B94E05B1892,SPEI
TX00301,2025-07-30,012580001234567890,002538819687479285,22748.18,Pago factura 54BBBCF8-28FE-A761-8D49-FE3F2CA8F783,SPEI
TX00302,2025-07-30,012580001234567890,072267963609841748,122820.8,Pago factura D2535515-9DC0-A8B5-5987-038AFCD6C18E,SPEI
TX00303,2025-07-30,058349998051929549,012580001234567890,251376.92,Cobro factura EBF484D0-CE6D-29BF-BC63-3D6C6EAF0A90,SPEI
TX00304,2025-07-31,012580001234567890,012419423697713595,173234.98,Pago factura 65F30779-F6EE-5CDB-2D79-A2D1506E50C7,SPEI
TX00305,2025-07-31,002744493163720449,012580001234567890,176513.08,Cobro factura 7122D7A0-D129-72D3-2396-6B835CD14B22,SPEI
TX00306,2025-08-01,012580001234567890,002876210248046164,39521.08,Pago factura 390239D9-FA8D-AE42-BA54-E9202099D180,SPEI
TX00307,2025-08-01,012580001234567890,127342545876026850,36285.38,Pago factura 9FA4A627-D306-08BE-8548-867BAD5CBA24,SPEI
TX00308,2025-08-01,012580001234567890,058215509941847528,244850.25,Pago factura E2ED8686-B334-22CB-9A3F-0AD169A9AFF9,SPEI
TX00309,2025-08-04,072390809722560856,012580001234567890,129952.14,Cobro factura 83EF3CE9-9FFD-A1E7-4052-E3A566FD3215,SPEI
TX00310,2025-08-05,012580001234567890,012098671286174002,36075.88,Pago factura ADA59CB2-882A-E449-B5B7-1C24785CA87B,SPEI
TX00311,2025-08-05,127967512170538560,012580001234567890,205327.45,Cobro factura 5B7C57E8-FDF0-2450-585B-4B176D9B1EB1,SPEI
TX00312,2025-08-05,012580001234567890,127790287445645713,174000.0,Pago factura C0AC1C00-AF8E-26B2-6CFB-F1736B4D3D1A,SPEI
TX00313,2025-08-06,012580001234567890,014109484060153917,141123.05,Pago factura 59EA4936-60F3-4EBC-E1BB-B8CD7E3A9F07,SPEI
TX00314,2025-08-06,014217435224929418,012580001234567890,304034.0,Cobro factura 48D0E602-FA4F-FBA8-C437-6D895A4EB9F3,SPEI
TX00315,2025-08-07,012580001234567890,014856844373989238,12237.88,Pago factura D5B211A9-9DEC-2B83-3885-8F7E2F1A25A8,SPEI
TX00316,2025-08-08,012580001234567890,002290297721441525,230596.4,Pago factura 227197CA-7887-73ED-4AF7-15B7109EFB40,SPEI
TX00317,2025-08-08,012580001234567890,072495668610432053,9764.65,Pago factura BB3607B0-BAED-6F49-245F-D841147F0413,SPEI
TX00318,2025-08-11,012580001234567890,012514640228022758,107633.85,Pago factura 798E175F-EFB5-6207-DDEC-C40BAFE3AF13,SPEI
TX00319,2025-08-11,012580001234567890,012514640228022758,81643.58,Pago factura 032A461A-DF9B-7C1F-EACB-1F6D7549C9F9,SPEI
TX00320,2025-08-11,012580001234567890,021578686926242393,59424.25,Pago factura 290C4414-8DF5-0B01-DC4D-B762EA1AF7D2,SPEI
TX00321,2025-08-11,012580001234567890,058722831908112160,43061.98,Pago factura CFA28FB8-4199-322E-3BA5-81263FF69F41,SPEI
TX00322,2025-08-11,014133686941179027,012580001234567890,221589.05,Cobro factura 0C78947B-5B21-C9F0-F485-2088E97FB025,SPEI
TX00323,2025-08-11,014646706457108641,012580001234567890,130030.04,Cobro factura 1F6D5768-677F-7C73-FD9B-FAF3D8125123,SPEI
TX00324,2025-08-11,072135125058454048,012580001234567890,49688.3,Cobro factura 6E89A7A8-B68D-4037-D8FE-3FB8A1628ABF,SPEI
TX00325,2025-08-14,012580001234567890,012362985433945965,190167.85,Pago factura 1CF14654-2AB2-02C2-CC02-43C6E2D903C8,SPEI
TX00326,2025-08-14,012580001234567890,014856844373989238,10245.58,Pago factura 4E336644-C657-20AE-5BD6-7D4D7202FAE5,SPEI
TX00327,2025-08-14,012580001234567890,012098671286174002,22573.48,Pago factura 236E9007-3468-0B6E-C609-0B78B5971E43,SPEI
TX00328,2025-08-18,012580001234567890,002876210248046164,108066.18,Pago factura EFFA2002-3040-413C-4690-FB1527B608DC,SPEI
TX00329,2025-08-18,012580001234567890,021273872090747664,28315.6,Pago factura 7FE4A42E-3DB7-88A6-1CDC-C4C262C965B2,SPEI
TX00330,2025-08-18,012580001234567890,021273872090747664,17316.25,Pago factura 161D5C87-53C9-FE59-4F89-E3B2D847DC53,SPEI
TX00331,2025-08-18,012580001234567890,021273872090747664,15195.88,Pago factura 0274CE40-E090-16B6-B186-A5A8D6EE526B,SPEI
TX00332,2025-08-18,012580001234567890,014856844373989238,7989.85,Pago factura 0AF57E60-3BE8-A5DF-5E93-4DE043ACE875,SPEI
TX00333,2025-08-18,012580001234567890,021890726303659684,11017.45,Pago factura B49B4B72-C631-9C16-5827-BC1D93E0F235,SPEI
TX00334,2025-08-18,012580001234567890,072651083822612788,440800.0,Pago factura 809BD813-4F13-823B-51F4-A72499503858,SPEI
TX00335,2025-08-19,012580001234567890,058425592962567064,126866.65,Pago factura FAB1996A-2192-5613-9247-E8512E0D3860,SPEI
TX00336,2025-08-19,012230486458487734,012580001234567890,382919.46,Cobro factura 6C412493-EF7C-EF26-3C66-7012BE741860,SPEI
TX00337,2025-08-21,012580001234567890,058425592962567064,201549.88,Pago factura 05E9F407-DAAD-A0B1-2F13-2A6D2AD55C0B,SPEI
TX00338,2025-08-25,012580001234567890,021273872090747664,54146.25,Pago factura 8C1C8B05-5677-1F36-4899-8E5FD40E53CE,SPEI
TX00339,2025-08-25,012580001234567890,012362985433945965,59404.18,Pago factura 812FAA38-96F6-1C09-059C-1BA0BBEC721D,SPEI
TX00340,2025-08-25,014217435224929418,012580001234567890,245105.05,Cobro factura FCCE5213-6789-9D92-F33C-4C369A690CAD,SPEI
TX00341,2025-08-26,012580001234567890,127967249590173425,55680.0,Pago factura 71A91C81-4EEE-5680-B0BA-8FE363FF910D,SPEI
TX00342,2025-08-28,012580001234567890,012999999999999999,415984.53,NOMINA QUINCENAL,SPEI
TX00343,2025-09-01,012580001234567890,072035061403237378,236712.38,Pago factura D9750F00-D5AB-A8AE-9112-FBC03D8F95F4,SPEI
TX00344,2025-09-01,012580001234567890,012362985433945965,141566.4,Pago factura DE4B061E-B45E-9463-032A-09E05071E5F0,SPEI
TX00345,2025-09-01,012580001234567890,058215509941847528,136149.08,Pago factura 9AAD10CE-CAB2-4F24-1744-EE3FD36EC1BD,SPEI
TX00346,2025-09-01,012580001234567890,058215509941847528,64855.48,Pago factura A8909E31-7517-5F39-7354-44FBE44A0371,SPEI
TX00347,2025-09-01,012580001234567890,058215509941847528,183929.48,Pago factura FAC08FC4-6B2D-9CCC-6279-403CE1A2CFE7,SPEI
TX00348,2025-09-01,058349998051929549,012580001234567890,385071.25,Cobro factura A174A785-6F21-90CB-2FB5-04019D267076,SPEI
TX00349,2025-09-02,014646706457108641,012580001234567890,135880.82,Cobro factura C2EBBAA2-1CE3-70ED-6857-07AC3A40FE39,SPEI
CP00016,2025-09-03,127967249590173425,021593586857022021,22272.0,TRANSFERENCIA,SPEI
TX00350,2025-09-04,012580001234567890,014109484060153917,86292.4,Pago factura B27B7BB4-68C6-90B2-30A2-CEE8F9722CC1,SPEI
TX00351,2025-09-04,012230486458487734,012580001234567890,310052.89,Cobro factura A4F954FC-C449-21B6-CFEF-7811E124C3F2,SPEI
TX00352,2025-09-05,012580001234567890,058215509941847528,77906.18,Pago factura F6E5203C-A237-9E6F-D473-45345AEA6352,SPEI
TX00353,2025-09-05,012580001234567890,072463414408727065,166230.78,Pago factura AB6B3F08-A9A0-F4EF-2C4F-54163C749C16,SPEI
TX00354,2025-09-08,012580001234567890,012514640228022758,44683.78,Pago factura 0AECCEC7-204D-B9DA-3156-7F2ACEF74829,SPEI
TX00355,2025-09-08,012580001234567890,058215509941847528,90259.6,Pago factura 6090103C-1E8D-F8AD-838B-77ADBC2E2B59,SPEI
TX00356,2025-09-08,012580001234567890,072267963609841748,112192.65,Pago factura 9249EE3A-79D1-9C4E-1521-AD35560F1E2D,SPEI
TX00357,2025-09-08,012580001234567890,002657203516539575,25065.05,Pago factura F8698E93-BA5E-4066-CE40-924A29EE29F4,SPEI
TX00358,2025-09-08,012580001234567890,127601932254303939,232000.0,Pago factura E75182A4-F481-38B5-6395-09C4119A7396,SPEI
TX00359,2025-09-09,012580001234567890,058034246116364526,41948.38,Pago factura 1287E313-8F02-6C2C-1B41-49998198D1F5,SPEI
TX00360,2025-09-09,072987012365319337,012580001234567890,342250.04,Cobro factura 12B3C5EB-4198-0029-98E1-D54CBC715183,SPEI
TX00361,2025-09-10,012580001234567890,012514640228022758,42537.08,Pago factura F08CE6C2-F6FF-3521-C225-0530952A5345,SPEI
TX00362,2025-09-10,012580001234567890,021890726303659684,11460.8,Pago factura 043D72DB-1BCB-404C-21D8-B96A62ADA157,SPEI
TX00363,2025-09-10,012580001234567890,012098671286174002,27570.65,Pago factura 38EFA3BC-9457-F388-6F2A-EC8A53C9AACB,SPEI
TX00364,2025-09-11,012580001234567890,002466589120859208,44024.78,Pago factura 04F718C8-5215-B503-3012-F8197DF37378,SPEI
TX00365,2025-09-11,012580001234567890,002657203516539575,1793.0,Pago factura 8720D00F-1263-01A0-641C-B619643058D9,efectivo
TX00366,2025-09-12,012580001234567890,012514640228022758,86791.2,Pago factura D2EFA93B-E9D6-BB7E-361D-B014711456DE,SPEI
TX00367,2025-09-12,012580001234567890,012362985433945965,243852.65,Pago factura 5F8392D5-BB0C-7919-330C-CFF588A5FA0D,SPEI
TX00368,2025-09-12,012580001234567890,072101837512445132,130143.18,Pago factura EAEF2EC2-18EC-DE2B-0A80-2167F4B3F20E,SPEI
TX00369,2025-09-12,012580001234567890,014754116804397510,11428.78,Pago factura E5FBC1C0-AD46-3549-BF41-13CB32E15F17,SPEI
TX00370,2025-09-12,058349998051929549,012580001234567890,416148.48,Cobro factura 99AFEE64-9024-8225-44BB-10E079F7F38C,SPEI
TX00371,2025-09-15,012580001234567890,014856844373989238,20227.85,Pago factura A9D049DC-369E-5AF8-E226-49EE38A06FFE,SPEI
TX00372,2025-09-15,012580001234567890,058722831908112160,71488.25,Pago factura 9883E9B1-48D3-D2CE-FBA3-091F08DFAAF8,SPEI
TX00373,2025-09-15,012580001234567890,012098671286174002,49775.48,Pago factura CF4994E0-7AB1-6533-64F2-2A7C87F797FA,SPEI
TX00374,2025-09-15,014789135342202362,012580001234567890,157871.95,Cobro factura 41A67C90-291C-0DA1-A563-0D3A497BC13B,SPEI
TX00375,2025-09-15,012580001234567890,127601932254303939,232000.0,Pago factura 4F70B88B-F06C-69D9-9339-304B9A8CB3D7,SPEI
TX00376,2025-09-16,012580001234567890,014754116804397510,5707.08,Pago factura 22EB69B1-5F9C-B7E0-6328-143E2D9563ED,SPEI
TX00377,2025-09-17,012580001234567890,127342545876026850,42528.38,Pago factura BFBBEAB3-4237-8962-E4FD-6C34D6707A21,SPEI
TX00378,2025-09-17,012580001234567890,012362985433945965,83590.18,Pago factura 2D445AF8-FC94-76B1-A18B-5D1555273407,SPEI
TX00379,2025-09-17,012230486458487734,012580001234567890,244699.08,Cobro factura E1228E75-4719-8F5C-F69B-D5963F10938C,SPEI
TX00380,2025-09-18,012580001234567890,021273872090747664,58559.58,Pago factura 8085C147-1E91-0F36-5F70-5B2592502E59,SPEI
TX00381,2025-09-19,014217435224929418,012580001234567890,177759.92,Cobro factura 09360F02-75AC-0819-714B-5C03605797CF,SPEI
TX00382,2025-09-19,012580001234567890,002740935513325437,58000.0,Pago factura BAF9706D-802D-DCC4-DC95-6E3103491B41,SPEI
TX00383,2025-09-22,012580001234567890,021340837908549238,32213.08,Pago factura 01B158E9-0406-FF44-7CE4-0679A8C6DBC0,SPEI
TX00384,2025-09-22,012580001234567890,014856844373989238,24418.0,Pago factura 407D0AFF-CB51-A911-2D90-E4EE0DE4833E,SPEI
TX00385,2025-09-22,012580001234567890,012098671286174002,49856.8,Pago factura CD4F2875-DF2D-DF20-05A4-3113101D759E,SPEI
TX00386,2025-09-22,014646706457108641,012580001234567890,125236.6,Cobro factura CD6C78DD-D74F-9844-E50E-A3EC11D1E7D5,SPEI
TX00387,2025-09-22,012604717059498419,012580001234567890,182084.7,Cobro factura E8292E3B-BBFC-5DC1-FFF4-46B9BB468C13,SPEI
TX00388,2025-09-23,012580001234567890,012362985433945965,129896.68,Pago factura B1F81AD9-349B-5089-2733-5670B3ADA2BA,SPEI
TX00389,2025-09-24,012580001234567890,021890726303659684,15242.4,Pago factura 13BC0DC6-3AE0-ACDB-2A65-24AF709D338B,SPEI
TX00390,2025-09-24,012580001234567890,072101837512445132,124192.38,Pago factura 178976DE-9E90-D107-0611-3BFE08B6F61D,SPEI
TX00391,2025-09-24,012230486458487734,012580001234567890,345264.3,Cobro factura A538C6A7-0565-1E80-4EE4-5227D2450039,SPEI
TX00392,2025-09-25,012580001234567890,058215509941847528,221688.18,Pago factura 54B58635-3DAB-1614-5215-0ED87DDCA413,SPEI
TX00393,2025-09-25,012580001234567890,014856844373989238,22350.65,Pago factura 88EAE7D4-1E49-4952-AC5D-4E5763B664F4,SPEI
TX00394,2025-09-26,012580001234567890,012514640228022758,32233.85,Pago factura 44C07A9A-D64A-CB1F-39EB-038A436E3C49,SPEI
TX00395,2025-09-26,012580001234567890,072267963609841748,177097.78,Pago factura 86DC4E34-A9DC-FE52-E7F2-418A953FCFD4,SPEI
TX00396,2025-09-26,014739715501344653,012580001234567890,412535.49,Cobro factura 290C42F8-D30B-EF65-19B3-8619D1FB55B1,SPEI
