po_id,vendor_rfc,date,amount,requester,approver,description
PO00277,WGM241113MRL,2025-02-12,20740.8,Diego Salinas,Diego Zambrano,Solvente industrial
PO00278,UWP921026BTX,2025-04-18,11971.2,Ana Quintanilla,Diego Zambrano,Válvulas neumáticas
PO00279,YMF930303K2S,2025-06-04,14372.4,Regina Sada,Diego Zambrano,Guantes de carnaza
PO00280,HQP910421HXF,2025-08-16,44683.78,Héctor Lozano,Diego Zambrano,Consultoría de procesos
PO00281,SJP030817VDZ,2025-03-10,43802.18,Daniela Sada,Diego Zambrano,Discos de corte
PO00282,ILK110504O8G,2025-12-07,181305.45,Héctor Lozano,Diego Zambrano,Perfil PTR 2x2
PO00283,ILK110504O8G,2025-05-20,224379.38,Daniela Sada,Diego Zambrano,Perfil PTR 2x2
PO00284,GTT9311046XL,2025-03-22,16634.4,Héctor Lozano,Diego Zambrano,Servicio de mantenimiento
PO00285,DGQ240803D6V,2025-10-12,24986.98,Regina Sada,Diego Zambrano,Discos de corte
PO00286,MXU951103KXW,2025-07-10,108066.18,Sofía Villarreal,Diego Zambrano,Guantes de carnaza
PO00287,BTN8908152SD,2025-08-02,112192.65,Sofía Villarreal,Diego Zambrano,Bandas industriales
PO00288,ZUX97062289Q,2025-01-20,15730.18,Sofía Villarreal,Diego Zambrano,Renta de nave industrial
PO00289,FNI920522YRY,2025-04-15,191399.88,Óscar Zambrano,Diego Zambrano,Rodamientos SKF
PO00290,WWH110626S3K,2025-11-26,7714.58,Rodrigo Quintanilla,Diego Zambrano,Barra redonda 1018
PO00291,LIP121209QK9,2025-04-28,163951.85,Rodrigo Quintanilla,Diego Zambrano,Bandas industriales
PO00292,IXC940413YZC,2025-09-30,45544.38,Diego Salinas,Diego Zambrano,Brocas HSS
PO00294,SZC9707063JK,2025-08-31,6989.3,Ana Zambrano,Diego Zambrano,Discos de corte
PO00295,LJA880717NNC,2025-05-23,43441.88,Óscar Zambrano,Diego Zambrano,Bandas industriales
PO00296,JPY870826UGV,2025-08-12,124192.38,Ana Quintanilla,Diego Zambrano,Tubo estructural
PO00297,UWP921026BTX,2025-12-06,15729.48,Emilio Villarreal,Diego Zambrano,Rodamientos SKF
PO00298,BGD030823RBW,2025-02-25,204055.48,Emilio García,Diego Zambrano,Perfil PTR 2x2
PO00299,GTT9311046XL,2025-02-10,9604.68,Héctor Lozano,Diego Zambrano,Consultoría de procesos
PO00300,DGQ240803D6V,2025-11-11,27489.45,Emilio García,Diego Zambrano,Brocas HSS
PO00301,SZC9707063JK,2025-03-28,20027.12,Luis Villarreal,Diego Zambrano,Electrodos 6013
PO00302,UWP921026BTX,2025-10-05,19311.45,Diego Montemayor,Diego Zambrano,Motor eléctrico 5HP
PO00303,ILK110504O8G,2025-11-04,168304.98,Sofía Villarreal,Diego Zambrano,Placa de acero A36
PO00305,UWP921026BTX,2025-02-19,13606.68,Rodrigo Quintanilla,Diego Zambrano,Sellos hidráulicos
PO00306,DZI910804SQ0,2025-07-04,11017.45,Emilio Villarreal,Diego Zambrano,Tubo estructural
PO00307,LJA880717NNC,2025-12-06,59983.6,Rodrigo Quintanilla,Diego Zambrano,Bandas industriales
PO00308,WWH110626S3K,2025-12-04,22295.78,Sofía Garza,Diego Zambrano,Perfil PTR 2x2
PO00309,DFP890325WQU,2025-08-25,10463.08,Rodrigo Quintanilla,Diego Zambrano,Servicio de energía
PO00310,WWH110626S3K,2025-07-23,20227.85,Diego Montemayor,Diego Zambrano,Lámina de acero cal. 14
PO00311,JPY870826UGV,2025-11-17,88391.88,Emilio Villarreal,Diego Zambrano,Tubo estructural
PO00312,FNI920522YRY,2025-12-04,190553.08,Héctor Lozano,Diego Zambrano,Válvulas neumáticas
PO00313,PMN121218LZJ,2025-08-20,75539.78,María García,Diego Zambrano,Lámina de acero cal. 14
PO00314,DZI910804SQ0,2025-10-15,4976.98,Héctor Lozano,Diego Zambrano,Tubo estructural
PO00315,FNI920522YRY,2025-06-03,89798.38,Emilio García,Diego Zambrano,Rodamientos SKF
PO00316,LAI101206479,2025-12-14,196921.48,Luis Villarreal,Diego Zambrano,Brocas HSS
PO00317,HQP910421HXF,2025-09-03,115051.58,Óscar Zambrano,Diego Zambrano,Servicio de mantenimiento
PO00318,WWH110626S3K,2025-08-16,24418.0,Luis Villarreal,Diego Zambrano,Lámina de acero cal. 14
PO00319,ILK110504O8G,2025-10-24,136369.48,Emilio Villarreal,Diego Zambrano,Placa de acero A36
PO00320,HQP910421HXF,2025-09-24,113517.6,María García,Diego Zambrano,Consultoría de procesos
PO00321,LAI101206479,2025-05-12,208426.25,Diego Salinas,Diego Zambrano,Guantes de carnaza
PO00322,DZI910804SQ0,2025-12-05,12261.08,María García,Diego Zambrano,Perfil PTR 2x2
PO00323,LIP121209QK9,2025-02-03,71110.78,Óscar Zambrano,Diego Zambrano,Bandas industriales
PO00324,DGQ240803D6V,2025-04-24,1821.72,Diego Salinas,Diego Zambrano,Discos de corte
PO00325,UWP921026BTX,2025-12-02,28095.08,Luis Villarreal,Diego Zambrano,Sellos hidráulicos
PO00326,WWH110626S3K,2025-07-02,10245.58,Óscar Zambrano,Diego Zambrano,Perfil PTR 2x2
PO00327,LIP121209QK9,2025-11-12,156451.98,María García,Diego Zambrano,Motor eléctrico 5HP
PO00328,ILK110504O8G,2025-10-22,57373.48,Diego Salinas,Diego Zambrano,Perfil PTR 2x2
PO00329,SZC9707063JK,2025-11-06,8022.4,Óscar Zambrano,Diego Zambrano,Brocas HSS
PO00330,LAI101206479,2025-09-13,220437.58,Emilio Villarreal,Diego Zambrano,Solvente industrial
PO00332,WGM241113MRL,2025-11-27,28643.18,Diego Salinas,Diego Zambrano,Discos de corte
PO00333,WGM241113MRL,2025-03-05,48094.18,Héctor Lozano,Diego Zambrano,Guantes de carnaza
PO00334,DGQ240803D6V,2025-03-29,11959.6,Diego Salinas,Diego Zambrano,Brocas HSS
PO00335,DGQ240803D6V,2025-08-31,1733.25,Diego Montemayor,Diego Zambrano,Electrodos 6013
PO00336,CZT910806Y6B,2025-10-19,55955.85,Regina Sada,Diego Zambrano,Discos de corte
PO00337,YMF930303K2S,2025-10-27,6853.05,Sofía Villarreal,Diego Zambrano,Discos de corte
PO00338,LJA880717NNC,2025-11-18,52301.85,Diego Montemayor,Diego Zambrano,Válvulas neumáticas
PO00339,DZI910804SQ0,2025-01-14,13163.45,Héctor Lozano,Diego Zambrano,Barra redonda 1018
PO00340,CZT910806Y6B,2025-09-29,53649.88,Emilio García,Diego Zambrano,Brocas HSS
PO00341,IXC940413YZC,2025-03-10,53174.4,Sofía Garza,Diego Zambrano,Solvente industrial
PO00342,LAI101206479,2025-04-28,194648.0,Daniela Sada,Diego Zambrano,Brocas HSS
PO00343,SZC9707063JK,2025-09-02,15743.18,Rodrigo Quintanilla,Diego Zambrano,Brocas HSS
PO00344,WGM241113MRL,2025-10-15,52257.88,María García,Diego Zambrano,Electrodos 6013
PO00345,WGM241113MRL,2025-02-07,29139.08,Óscar Zambrano,Diego Zambrano,Electrodos 6013
PO00346,WGM241113MRL,2025-10-11,43314.28,Héctor Lozano,Diego Zambrano,Brocas HSS
PO00347,PMN121218LZJ,2025-05-28,106560.38,Sofía Villarreal,Diego Zambrano,Perfil PTR 2x2
PO00348,ZLV900812OLD,2025-04-11,204021.38,Rodrigo Quintanilla,Diego Zambrano,Solvente industrial
PO00349,UWP921026BTX,2025-11-25,25279.18,Sofía Villarreal,Diego Zambrano,Rodamientos SKF
PO00350,LAI101206479,2025-02-07,189071.18,Diego Montemayor,Diego Zambrano,Solvente industrial
PO00351,DZI910804SQ0,2025-11-25,8746.28,Emilio García,Diego Zambrano,Lámina de acero cal. 14
PO00352,DFP890325WQU,2025-09-09,17339.45,Óscar Zambrano,Diego Zambrano,Servicio de energía
PO00353,WWH110626S3K,2025-11-06,19998.28,María García,Diego Zambrano,Lámina de acero cal. 14
PO00354,ZLV900812OLD,2025-05-08,232461.45,Ana Quintanilla,Diego Zambrano,Guantes de carnaza
PO00355,FNI920522YRY,2025-07-01,230596.4,Diego Salinas,Diego Zambrano,Motor eléctrico 5HP
PO00356,JMK241214132,2025-09-18,87000.0,María García,Diego Zambrano,Sellos hidráulicos
PO00357,FQZ88060892H,2025-01-20,99403.18,Rodrigo Quintanilla,Diego Zambrano,Lámina de acero cal. 14
PO00358,LIP121209QK9,2025-06-30,126866.65,Daniela Sada,Diego Zambrano,Sellos hidráulicos
PO00361,WGM241113MRL,2025-09-01,29870.0,Diego Montemayor,Diego Zambrano,Discos de corte
PO00362,DBY200622EMX,2025-09-14,20068.0,Luis Villarreal,Diego Zambrano,Barra redonda 1018
PO00363,BGD030823RBW,2025-07-21,136149.08,Ana Quintanilla,Diego Zambrano,Barra redonda 1018
PO00364,WGM241113MRL,2025-06-04,20462.28,Ana Zambrano,Diego Zambrano,Guantes de carnaza
PO00365,GTT9311046XL,2025-06-11,28057.85,Sofía Garza,Diego Zambrano,Asesoría fiscal
PO00367,BGD030823RBW,2025-02-15,140035.78,Ana Quintanilla,Diego Zambrano,Perfil PTR 2x2
PO00368,DBU231227UKE,2025-04-04,27315.45,Regina Sada,Diego Zambrano,Válvulas neumáticas
PO00369,BTN8908152SD,2025-05-19,58359.6,Rodrigo Quintanilla,Diego Zambrano,Sellos hidráulicos
PO00370,HQP910421HXF,2025-09-17,112334.4,Emilio García,Diego Zambrano,Asesoría fiscal
PO00371,DZI910804SQ0,2025-08-14,11460.8,Héctor Lozano,Diego Zambrano,Placa de acero A36
PO00372,ILK110504O8G,2025-08-02,166230.78,Diego Montemayor,Diego Zambrano,Barra redonda 1018
PO00373,WWH110626S3K,2025-07-01,7989.85,Regina Sada,Diego Zambrano,Placa de acero A36
PO00374,BGD030823RBW,2025-07-14,183929.48,María García,Diego Zambrano,Tubo estructural
PO00375,JPY870826UGV,2025-05-18,107729.2,Rodrigo Quintanilla,Diego Zambrano,Tubo estructural
PO00376,FBY870108HAF,2025-11-06,129725.58,Héctor Lozano,Diego Zambrano,Flete foráneo
PO00377,WGM241113MRL,2025-04-27,16738.8,Sofía Villarreal,Diego Zambrano,Guantes de carnaza
PO00378,GTT9311046XL,2025-04-19,26607.85,Diego Montemayor,Diego Zambrano,Capacitación
PO00379,OSD160228AKR,2025-08-17,70040.8,Sofía Villarreal,Diego Zambrano,Tubo estructural
PO00380,ILK110504O8G,2025-06-22,173478.58,Ana Zambrano,Diego Zambrano,Barra redonda 1018
PO00381,ZWS100912DOJ,2025-02-20,27666.58,Sofía Garza,Diego Zambrano,Servicios de limpieza
PO00382,JMK241214132,2025-08-01,58000.0,Daniela Sada,Diego Zambrano,Bandas industriales
PO00383,PMN121218LZJ,2025-02-09,168977.08,Emilio García,Diego Zambrano,Placa de acero A36
PO00384,JPY870826UGV,2025-11-18,151577.78,María García,Diego Zambrano,Barra redonda 1018
PO00385,OSD160228AKR,2025-11-02,98843.48,Emilio García,Diego Zambrano,Lámina de acero cal. 14
PO00386,YMF930303K2S,2025-03-01,6405.98,Sofía Villarreal,Diego Zambrano,Solvente industrial
PO00387,DZI910804SQ0,2025-03-25,7064.98,Ana Zambrano,Diego Zambrano,Barra redonda 1018
PO00388,FQZ88060892H,2025-06-07,110209.05,Sofía Garza,Diego Zambrano,Perfil PTR 2x2
PO00389,JPY870826UGV,2025-09-24,223685.58,Ana Zambrano,Diego Zambrano,Lámina de acero cal. 14
PO00390,ZLV900812OLD,2025-07-23,141566.4,María García,Diego Zambrano,Brocas HSS
PO00391,CRH230311CX7,2025-03-16,192151.45,Diego Salinas,Diego Zambrano,Asesoría fiscal
PO00392,ZWS100912DOJ,2025-04-19,52849.48,Sofía Villarreal,Diego Zambrano,Capacitación
PO00393,FQZ88060892H,2025-02-08,98388.65,Ana Zambrano,Diego Zambrano,Placa de acero A36
PO00394,FQZ88060892H,2025-12-04,69449.2,Sofía Villarreal,Diego Zambrano,Placa de acero A36
PO00395,FNI920522YRY,2025-01-20,218442.38,Héctor Lozano,Diego Zambrano,Válvulas neumáticas
PO00396,LJA880717NNC,2025-06-15,49764.0,Ana Zambrano,Diego Zambrano,Válvulas neumáticas
PO00397,DGN090812Y08,2025-04-30,89519.98,Héctor Lozano,Diego Zambrano,Discos de corte
PO00398,BGD030823RBW,2025-03-23,151690.65,Regina Sada,Diego Zambrano,Lámina de acero cal. 14
PO00399,WWH110626S3K,2025-10-24,24838.38,Ana Zambrano,Diego Zambrano,Placa de acero A36
PO00400,DBU231227UKE,2025-03-21,55518.18,Rodrigo Quintanilla,Diego Zambrano,Bandas industriales
PO00401,LIP121209QK9,2025-03-02,191803.45,Ana Zambrano,Diego Zambrano,Sellos hidráulicos
PO00402,DGQ240803D6V,2025-10-16,23315.88,Ana Quintanilla,Diego Zambrano,Guantes de carnaza
PO00403,DGQ240803D6V,2025-09-14,25726.25,Sofía Garza,Diego Zambrano,Brocas HSS
PO00404,DGQ240803D6V,2025-03-09,24450.25,Héctor Lozano,Diego Zambrano,Brocas HSS
PO00405,IXC940413YZC,2025-02-05,59972.0,Daniela Sada,Diego Zambrano,Discos de corte
PO00406,DFP890325WQU,2025-10-29,25334.28,Emilio Villarreal,Diego Zambrano,Servicio de energía
PO00408,PMN121218LZJ,2025-05-01,244444.25,Ana Quintanilla,Diego Zambrano,Barra redonda 1018
PO00409,YMF930303K2S,2025-02-02,5278.58,Daniela Sada,Diego Zambrano,Guantes de carnaza
PO00410,HTX0701065UO,2025-05-02,29078.65,María García,Diego Zambrano,Flete foráneo
PO00411,ZWS100912DOJ,2025-05-13,51712.8,Emilio Villarreal,Diego Zambrano,Asesoría fiscal
PO00412,LIP121209QK9,2025-08-14,229097.45,Ana Zambrano,Diego Zambrano,Válvulas neumáticas
PO00413,LIP121209QK9,2025-04-18,229984.38,Ana Quintanilla,Diego Zambrano,Bandas industriales
PO00414,DBU231227UKE,2025-06-29,36285.38,Ana Zambrano,Diego Zambrano,Motor eléctrico 5HP
PO00415,LJA880717NNC,2025-02-26,47928.65,Diego Salinas,Diego Zambrano,Bandas industriales
PO00416,DZI910804SQ0,2025-03-15,8421.6,Diego Salinas,Diego Zambrano,Placa de acero A36
PO00417,LAI101206479,2025-07-15,236712.38,Luis Villarreal,Diego Zambrano,Electrodos 6013
PO00418,FQZ88060892H,2025-06-25,43061.98,Ana Zambrano,Diego Zambrano,Tubo estructural
PO00419,LJA880717NNC,2025-10-24,56364.98,Regina Sada,Diego Zambrano,Bandas industriales
PO00420,LJA880717NNC,2025-06-22,36075.88,Diego Montemayor,Diego Zambrano,Válvulas neumáticas
PO00421,BTN8908152SD,2025-11-08,108596.65,Regina Sada,Diego Zambrano,Rodamientos SKF
PO00422,BGD030823RBW,2025-11-14,175661.58,Daniela Sada,Diego Zambrano,Perfil PTR 2x2
PO00423,HQP910421HXF,2025-07-20,81643.58,Sofía Villarreal,Diego Zambrano,Asesoría fiscal
PO00424,JMK241214132,2025-06-21,87000.0,Óscar Zambrano,Diego Zambrano,Bandas industriales
PO00425,FBY870108HAF,2025-06-15,173234.98,Diego Salinas,Diego Zambrano,Flete foráneo
PO00426,FBY870108HAF,2025-01-31,88278.78,Héctor Lozano,Diego Zambrano,Flete foráneo
PO00427,BTN8908152SD,2025-11-30,131054.25,Rodrigo Quintanilla,Diego Zambrano,Válvulas neumáticas
PO00428,UWP921026BTX,2025-10-20,23861.08,Óscar Zambrano,Diego Zambrano,Motor eléctrico 5HP
PO00429,CZT910806Y6B,2025-01-31,58823.48,Regina Sada,Diego Zambrano,Brocas HSS
PO00430,UWP921026BTX,2025-05-10,12481.48,Rodrigo Quintanilla,Diego Zambrano,Válvulas neumáticas
PO00431,DGQ240803D6V,2025-08-13,25065.05,Ana Zambrano,Diego Zambrano,Guantes de carnaza
PO00432,LJA880717NNC,2025-10-12,50654.65,Ana Quintanilla,Diego Zambrano,Bandas industriales
PO00433,FNI920522YRY,2025-06-23,235793.08,Ana Quintanilla,Diego Zambrano,Sellos hidráulicos
PO00434,HQP910421HXF,2025-04-28,32686.25,Sofía Garza,Diego Zambrano,Capacitación
PO00435,WWH110626S3K,2025-10-17,21181.48,Ana Quintanilla,Diego Zambrano,Placa de acero A36
PO00436,BTN8908152SD,2025-08-31,177097.78,María García,Diego Zambrano,Rodamientos SKF
PO00437,LIP121209QK9,2025-04-18,214319.05,Óscar Zambrano,Diego Zambrano,Rodamientos SKF
PO00438,JPY870826UGV,2025-05-27,146682.0,Diego Montemayor,Diego Zambrano,Perfil PTR 2x2
PO00439,ZUX97062289Q,2025-08-09,5707.08,Luis Villarreal,Diego Zambrano,Servicio de energía
PO00440,YNB000215EQT,2025-09-10,8111.18,Rodrigo Quintanilla,Diego Zambrano,Perfil PTR 2x2
PO00441,JMK241214132,2025-11-03,58000.0,Óscar Zambrano,Diego Zambrano,Bandas industriales
